"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","URN","Local.authority..code.","Local.authority..name.","Establishment.number","Establishment.name","Street","Locality","Address3","Town","County","Postcode","Type.of.establishment","Statutory.highest.age","Statutory.lowest.age","Boarders","Sixth.form","UKPRN","Phase.of.education","Gender","Religious.character","Religious.ethos","Admissions.policy","Website.address","Telephone.number","Headteacher","Establishment.status","Reason.establishment.opened","Opening.date","Parliamentary.Constituency..code.","Parliamentary.Constituency..name.","Region","gg_address","lon","lat"
"1627",1627,1627,1627,1627,1627,1627,1627,1627,139169,309,"Haringey",3304,"St Ann's CE Primary School","Avenue Road","","","London","","N15 5JG","Academy Converter",11,4,"No Boarders","Does not have a sixth form",10039979,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.stannsn15.ldbsact.org",2088002781,"Mr Simon Knowles","Open","Academy Converter","01/01/2013","E14001002","Tottenham","London","St Ann's CE Primary School, Avenue Road, N15 5JG",-0.0845416,51.5833452
"1628",1628,1628,1628,1628,1628,1628,1628,1628,139175,309,"Haringey",3307,"St Michael's CofE Primary School","Bounds Green Road","Wood Green","","London","","N22 8HE","Academy Converter",11,4,"No Boarders","Does not have a sixth form",10039975,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.stmichaelsn22.ldbsact.org",2088887125,"Mr Simon Knowles","Open","Academy Converter","01/01/2013","E14000752","Hornsey and Wood Green","London","St Michael's CofE Primary School, Bounds Green Road, N22 8HE",-0.1136068,51.599315
"1629",1629,1629,1629,1629,1629,1629,1629,1629,139176,309,"Haringey",3300,"St Paul's and All Hallows CofE Infant School","Park Lane","","","London","","N17 0HH","Academy Converter",7,3,"No Boarders","Does not have a sixth form",10039974,"Primary","Mixed","Church of England","Does not apply","Not applicable","http://www.spah.org.uk/",2088010586,"Mrs Sharon Easton","Open","Academy Converter","01/01/2013","E14001002","Tottenham","London","St Paul's and All Hallows CofE Infant School, Park Lane, N17 0HH",-0.0638674,51.6026386
"1630",1630,1630,1630,1630,1630,1630,1630,1630,139177,309,"Haringey",3308,"St Paul's and All Hallows CofE Junior School","Worcester Avenue","","","London","","N17 0TU","Academy Converter",11,7,"No Boarders","Does not have a sixth form",10040007,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.spah.org.uk/",2088010586,"Mrs Sharon Easton","Open","Academy Converter","01/01/2013","E14001002","Tottenham","London","St Paul's and All Hallows CofE Junior School, Worcester Avenue, N17 0TU",-0.0631501,51.6025314
"1631",1631,1631,1631,1631,1631,1631,1631,1631,139220,893,"Shropshire",6031,"Serene House School","C/O Cambian Education","4th Floor Waterfront","Chancellors Road","London","","W6 9RU","Other Independent Special School",18,11,"Children's Home (Boarding School)","Not applicable",NA,"Not applicable","Mixed","None","None","Not applicable","http://www.cambiangroup.com/cambiangroup.aspx",1948663947,"Miss Jade Dennis","Open","New Provision","03/01/2013","E14000726","Hammersmith","North West","Serene House School, C/O Cambian Education, W6 9RU",-0.2255454,51.4857231
"1632",1632,1632,1632,1632,1632,1632,1632,1632,139221,211,"Tower Hamlets",6005,"Date Palm Primary School","56-60 Nelson Street","","","London","","E1 2DE","Other Independent School",11,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","Muslim","Not collected","",2077903200,"Mrs S Khatun","Open","New Provision","03/01/2013","E14000555","Bethnal Green and Bow","London","Date Palm Primary School, 56-60 Nelson Street, E1 2DE",-0.0589923,51.5151407
"1633",1633,1633,1633,1633,1633,1633,1633,1633,139239,213,"Westminster",6000,"L'ecole Internationale Franco-Anglaise Ltd","36 Portland Place","","Marylebone","London","","W1B 1LS","Other Independent School",18,2,"No Boarders","Has a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","www.ecole-ifa.com",2076375351,"Ms Sabine Dehon","Open","New Provision","10/01/2013","E14000639","Cities of London and Westminster","London","L'ecole Internationale Franco-Anglaise Ltd, 36 Portland Place, W1B 1LS",-0.1446005,51.5200113
"1634",1634,1634,1634,1634,1634,1634,1634,1634,139240,309,"Haringey",2037,"Holy Trinity CofE Primary School","Somerset Road","","Tottenham","London","","N17 9EJ","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10040144,"Primary","Mixed","Church of England","None","Not applicable","www.holytrinityn17.ldbsact.org",2088082588,"Mr Simon Knowles","Open","New Provision","01/02/2013","E14001002","Tottenham","London","Holy Trinity CofE Primary School, Somerset Road, N17 9EJ",-0.0690015,51.589798
"1635",1635,1635,1635,1635,1635,1635,1635,1635,139259,320,"Waltham Forest",2034,"Chapel End Junior Academy","Roberts Road","Walthamstow","","London","","E17 4LS","Academy Sponsor Led",11,7,"Not applicable","Not applicable",10040147,"Primary","Mixed","Does not apply","None","Not applicable","www.chapelendacademy.org/",2085276876," James Kenyon","Open","New Provision","01/04/2013","E14001013","Walthamstow","London","Chapel End Junior Academy, Roberts Road, E17 4LS",-0.0138332,51.5983882
"1636",1636,1636,1636,1636,1636,1636,1636,1636,139293,320,"Waltham Forest",4061,"Connaught School for Girls","Connaught Road","Leytonstone","","London","","E11 4AB","Academy Converter",16,11,"No Boarders","Does not have a sixth form",10040294,"Secondary","Girls","Does not apply","Does not apply","Comprehensive (secondary)","http://www.connaught-school.co.uk/",2085393029," Sally Walker","Open","Academy Converter","01/02/2013","E14000790","Leyton and Wanstead","London","Connaught School for Girls, Connaught Road, E11 4AB",0.0046848,51.5662233
"1637",1637,1637,1637,1637,1637,1637,1637,1637,139317,320,"Waltham Forest",2081,"Whittingham Primary Academy","Higham Hill Road","Walthamstow","","London","","E17 5QX","Academy Converter",11,3,"No Boarders","Does not have a sixth form",10040288,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.whittinghamprimary.org.uk/",2085233228,"Mrs Pat Davies","Open","Academy Converter","01/02/2013","E14001013","Walthamstow","London","Whittingham Primary Academy, Higham Hill Road, E17 5QX",-0.0350618,51.5977403
"1638",1638,1638,1638,1638,1638,1638,1638,1638,139331,209,"Lewisham",6000,"Rose House Montessori School","The Chapel-on-the-Hill","South Road","","London","","SE23 2UJ","Other Independent School",11,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Selective (grammar)","",2082915691,"Dr Ursula Nerre","Open","New Provision","25/02/2013","E14000788","Lewisham West and Penge","London","Rose House Montessori School, The Chapel-on-the-Hill, SE23 2UJ",-0.0484317,51.4377294
"1639",1639,1639,1639,1639,1639,1639,1639,1639,139362,309,"Haringey",4703,"St Thomas More Catholic School","Glendale Avenue","Wood Green","","London","","N22 5HN","Academy Converter",18,11,"No Boarders","Has a sixth form",10040652,"Secondary","Mixed","Roman Catholic","Does not apply","Comprehensive (secondary)","www.stthomasmoreschool.org.uk",2088887122,"Mr Martin Tissot","Open","Academy Converter","01/03/2013","E14000752","Hornsey and Wood Green","London","St Thomas More Catholic School, Glendale Avenue, N22 5HN",-0.1089889,51.6046421
"1640",1640,1640,1640,1640,1640,1640,1640,1640,139363,309,"Haringey",4704,"Haringey Sixth Form College","White Hart Lane","","","London","","N17 8HR","Academy 16-19 Converter",19,16,"No Boarders","Has a sixth form",10040630,"16 Plus","Mixed","Does not apply","None","Not applicable","",2083766000,"Mr Russ Lawrance","Open","Academy Converter","01/03/2013","E14001002","Tottenham","London","Haringey Sixth Form College, White Hart Lane, N17 8HR",-0.0739752,51.606325
"1641",1641,1641,1641,1641,1641,1641,1641,1641,139364,205,"Hammersmith and Fulham",4106,"Fulham College Boys' School","Kingwood Road","Fulham Palace Road","","London","","SW6 6SN","Academy Converter",19,11,"No Boarders","Has a sixth form",10040656,"Secondary","Boys","Does not apply","Does not apply","Comprehensive (secondary)","http://www.fulhamcollegeboys.net/",2073813606,"Mr Peter Haylock","Open","Academy Converter","01/03/2013","E14000629","Chelsea and Fulham","London","Fulham College Boys' School, Kingwood Road, SW6 6SN",-0.2152387,51.4780311
"1642",1642,1642,1642,1642,1642,1642,1642,1642,139365,205,"Hammersmith and Fulham",4315,"Fulham Cross Girls' School and Language College","Munster Road","Fulham","","London","","SW6 6BP","Academy Converter",16,11,"No Boarders","Does not have a sixth form",10040655,"Secondary","Girls","Does not apply","Does not apply","Comprehensive (secondary)","http://www.fulhamcross.net/",2073810861,"Mr Peter Haylock","Open","Academy Converter","01/03/2013","E14000629","Chelsea and Fulham","London","Fulham Cross Girls' School and Language College, Munster Road, SW6 6BP",-0.2134207,51.4816
"1643",1643,1643,1643,1643,1643,1643,1643,1643,139369,213,"Westminster",4809,"St George's Catholic School","Lanark Road","Maida Vale","","London","","W9 1RB","Academy Converter",18,11,"No Boarders","Has a sixth form",10040659,"Secondary","Mixed","Roman Catholic","Does not apply","Comprehensive (secondary)","www.stgeorgesrc.org",2073280904,"Mr Martin Tissot","Open","Academy Converter","01/03/2013","E14001036","Westminster North","London","St George's Catholic School, Lanark Road, W9 1RB",-0.1879878,51.5328428
"1644",1644,1644,1644,1644,1644,1644,1644,1644,139410,302,"Barnet",4000,"St Andrew the Apostle Greek Orthodox School","North London Business Park","","","London","","N11 1NP","Free Schools",19,11,"Not applicable","Has a sixth form",10041660,"Secondary","Mixed","Greek Orthodox","None","Comprehensive (secondary)","http://www.standrewtheapostle.org.uk/",2031955444,"Mr Rob Ahearn","Open","New Provision","02/09/2013","E14000636","Chipping Barnet","London","St Andrew the Apostle Greek Orthodox School, North London Business Park, N11 1NP",-0.1506782,51.6254203
"1645",1645,1645,1645,1645,1645,1645,1645,1645,139415,213,"Westminster",6001,"Halcyon London International School","33 Seymour Place","","","London","","W1H 5AU","Other Independent School",18,11,"No Boarders","Has a sixth form",10040842,"Not applicable","Mixed","None","None","Not collected","www.halcyonschool.com",2072581169,"Mr Barry Mansfield","Open","New Provision","13/03/2013","E14000639","Cities of London and Westminster","London","Halcyon London International School, 33 Seymour Place, W1H 5AU",-0.1616172,51.5154663
"1646",1646,1646,1646,1646,1646,1646,1646,1646,139417,315,"Merton",6001,"The London Acorn School","Morden Cottage","Morden Hall Park","Morden Hall Road","London","","SM4 5JD","Other Independent School",14,3,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","www.thelondonacornschool.co.uk",2085449769,"Mrs Claire Scopas","Open","New Provision","14/03/2013","E14000823","Mitcham and Morden","London","The London Acorn School, Morden Cottage, SM4 5JD",-0.1875156,51.4024155
"1647",1647,1647,1647,1647,1647,1647,1647,1647,139418,206,"Islington",7000,"St Mary Magdalene Academy: the Courtyard","Holloway Road","Islington","","London","","N7 8LT","Free Schools Special",19,14,"Not applicable","Has a sixth form",10041657,"Not applicable","Mixed","Does not apply","None","Not applicable","www.smmacademy.org/courtyard",7940551400," Deborah Shepherd","Open","New Provision","02/09/2013","E14000764","Islington South and Finsbury","London","St Mary Magdalene Academy: the Courtyard, Holloway Road, N7 8LT",-0.1104883,51.546936
"1648",1648,1648,1648,1648,1648,1648,1648,1648,139488,307,"Ealing",2185,"Brentside Primary School","Kennedy Road","Hanwell","","London","","W7 1JL","Academy Converter",11,3,"No Boarders","Does not have a sixth form",10040985,"Primary","Mixed","None","Does not apply","Not applicable","www.brentsideprimaryacademy.co.uk/",2088132580,"Ms Melody Moran","Open","Academy Converter","01/04/2013","E14000675","Ealing North","London","Brentside Primary School, Kennedy Road, W7 1JL",-0.3396002,51.5258979
"1649",1649,1649,1649,1649,1649,1649,1649,1649,139489,302,"Barnet",2018,"Deansbrook Junior School","Hale Drive","Mill Hill","","London","","NW7 3ED","Academy Converter",11,7,"No Boarders","Does not have a sixth form",10040991,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.deansbrookjuniorschool.co.uk",2089593423,"Mr Simon Putman","Open","Academy Converter","01/04/2013","E14000741","Hendon","London","Deansbrook Junior School, Hale Drive, NW7 3ED",-0.2623026,51.6132238
"1650",1650,1650,1650,1650,1650,1650,1650,1650,139509,205,"Hammersmith and Fulham",1101,"The Bridge AP Academy","Finlay Street","","","London","","SW6 6HB","Academy Alternative Provision Converter",16,11,"Boarding School","Not applicable",10041067,"Not applicable","Mixed","Does not apply","None","Not applicable","",2076108340,"Mr Krishna Purbhoo","Open","Academy Converter","01/04/2013","E14000629","Chelsea and Fulham","London","The Bridge AP Academy, Finlay Street, SW6 6HB",-0.2188455,51.4754319
"1651",1651,1651,1651,1651,1651,1651,1651,1651,139541,205,"Hammersmith and Fulham",1106,"Courtyard AP Academy","Marinefield Road","","","London","","SW6 2LL","Academy Alternative Provision Converter",11,5,"No Boarders","Not applicable",10041062,"Not applicable","Mixed","Does not apply","None","Not applicable","",2031080345,"Mr Krishna Purbhoo","Open","Academy Converter","01/04/2013","E14000629","Chelsea and Fulham","London","Courtyard AP Academy, Marinefield Road, SW6 2LL",-0.1881669,51.4727403
"1652",1652,1652,1652,1652,1652,1652,1652,1652,139546,205,"Hammersmith and Fulham",2001,"West London Free School Primary","Cambridge Grove","","","London","","W6 0LB","Free Schools",11,4,"Not applicable","Does not have a sixth form",10041645,"Primary","Mixed","None","None","Not applicable","www.wlfs-primary.org/",2087419967," Laura Lund","Open","New Provision","05/09/2013","E14000726","Hammersmith","London","West London Free School Primary, Cambridge Grove, W6 0LB",-0.231282,51.4953589
"1653",1653,1653,1653,1653,1653,1653,1653,1653,139549,318,"Richmond upon Thames",2005,"Thomson House School","27 Sheen Lane","","","London","","SW14 8HY","Free Schools",11,4,"Not applicable","Does not have a sixth form",10041644,"Primary","Mixed","Does not apply","None","Not applicable","www.thomsonhouseschool.org",2036082080,"Mrs Amanda Letch","Open","New Provision","09/09/2013","E14000896","Richmond Park","London","Thomson House School, 27 Sheen Lane, SW14 8HY",-0.2663806,51.4684879
"1654",1654,1654,1654,1654,1654,1654,1654,1654,139562,302,"Barnet",2020,"Alma Primary","Friern Barnet Lane","Whetstone","","London","","N20 0LP","Free Schools",11,4,"Not applicable","Does not have a sixth form",10041642,"Primary","Mixed","Jewish","None","Not applicable","almaprimary.org",2083439988,"Mr Marc Shoffren","Open","New Provision","02/09/2013","E14000636","Chipping Barnet","London","Alma Primary, Friern Barnet Lane, N20 0LP",-0.17387,51.6271273
"1655",1655,1655,1655,1655,1655,1655,1655,1655,139592,212,"Wandsworth",2000,"Tooting Primary School","Franciscan Road","Tooting","","London","","SW17 8HE","Free Schools",11,4,"Not applicable","Does not have a sixth form",10041686,"Primary","Mixed","None","None","Not applicable","www.tootingprimary.org.uk/",2037000790,"Mr David Milligan","Open","New Provision","01/09/2013","E14000998","Tooting","London","Tooting Primary School, Franciscan Road, SW17 8HE",-0.1626748,51.4266595
"1656",1656,1656,1656,1656,1656,1656,1656,1656,139594,302,"Barnet",4001,"The Archer Academy","Eagans Close","","","London","","N2 8GA","Free Schools",16,11,"Not applicable","Does not have a sixth form",10041683,"Secondary","Mixed","None","None","Comprehensive (secondary)","http://thearcheracademy.org.uk/",2083654110," Lucy Harrison","Open","New Provision","03/09/2013","E14000703","Finchley and Golders Green","London","The Archer Academy, Eagans Close, N2 8GA",-0.1693812,51.5916052
"1657",1657,1657,1657,1657,1657,1657,1657,1657,139600,213,"Westminster",7000,"The St Marylebone Church of England Bridge School","17 - 23 Third Avenue","","","London","","W10 4RS","Free Schools Special",19,11,"Not applicable","Does not have a sixth form",10041677,"Not applicable","Mixed","None","Christian","Not applicable","",2036934752," Dominic Sunderland","Open","New Provision","02/09/2013","E14001036","Westminster North","London","The St Marylebone Church of England Bridge School, 17 - 23 Third Avenue, W10 4RS",-0.207667,51.5281119
"1658",1658,1658,1658,1658,1658,1658,1658,1658,139601,211,"Tower Hamlets",6006,"The Complete Works Independent School","The Old Truman Brewery,","91 Brick Lane","","London","","E1 6QL","Other Independent School",16,14,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","www.tcw.org.uk",2073770280,"Mr Adam Dalton","Open","New Provision","29/04/2013","E14000555","Bethnal Green and Bow","London","The Complete Works Independent School, The Old Truman Brewery,, E1 6QL",-0.0728375,51.516819
"1659",1659,1659,1659,1659,1659,1659,1659,1659,139616,309,"Haringey",4705,"Heartlands High School","Station Road","Wood Green","","London","","N22 7ST","Academy Converter",16,11,"No Boarders","Does not have a sixth form",10041368,"Secondary","Mixed","Does not apply","Does not apply","Comprehensive (secondary)","http://heartlands.haringey.sch.uk/",2088261230," Simon Garrill","Open","Academy Converter","01/05/2013","E14000752","Hornsey and Wood Green","London","Heartlands High School, Station Road, N22 7ST",-0.117694,51.5959131
"1660",1660,1660,1660,1660,1660,1660,1660,1660,139633,302,"Barnet",2038,"Parkfield Primary School","St David's Place","Hendon","","London","","NW4 3PJ","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10041560,"Primary","Mixed","Does not apply","None","Not applicable","www.parkfieldschool.com",2082020454," Alison Holding","Open","New Provision","01/08/2013","E14000741","Hendon","London","Parkfield Primary School, St David's Place, NW4 3PJ",-0.2322995,51.5767746
"1661",1661,1661,1661,1661,1661,1661,1661,1661,139645,207,"Kensington and Chelsea",2000,"Ark Brunel Primary Academy","Middle Row","","","London","","W10 5AT","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10041566,"Primary","Mixed","Does not apply","None","Not applicable","www.arkbrunelprimary.org/",2089694094," Dominic Smith","Open","New Provision","01/09/2013","E14000768","Kensington","London","Ark Brunel Primary Academy, Middle Row, W10 5AT",-0.2118843,51.5254014
"1662",1662,1662,1662,1662,1662,1662,1662,1662,139659,208,"Lambeth",4000,"Oasis Academy South Bank","75 Westminster Bridge Road","","","London","","SE1 7HS","Free Schools",16,11,"Not applicable","Does not have a sixth form",10041674,"Secondary","Mixed","None","Christian","Comprehensive (secondary)","http://www.oasisacademysouthbank.org/",2079214200,"Ms Carly Mitchell","Open","New Provision","01/09/2013","E14001008","Vauxhall","London","Oasis Academy South Bank, 75 Westminster Bridge Road, SE1 7HS",-0.1116964,51.498439
"1663",1663,1663,1663,1663,1663,1663,1663,1663,139672,209,"Lewisham",2001,"Haberdashers' Aske's Hatcham Temple Grove Free School","Pepys Road","","","London","","SE14 5SF","Free Schools",11,4,"Not applicable","Does not have a sixth form",10041711,"Primary","Mixed","None","None","Not applicable","www.haaf.org.uk/",2076529510,"Mr David Welsh","Open","New Provision","01/09/2013","E14000789","Lewisham, Deptford","London","Haberdashers' Aske's Hatcham Temple Grove Free School, Pepys Road, SE14 5SF",-0.0433414,51.4672039
"1664",1664,1664,1664,1664,1664,1664,1664,1664,139678,305,"Bromley",2016,"Harris Primary Academy Kent House","High Street","Penge","","London","","SE20 7QR","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10041607,"Primary","Mixed","Does not apply","None","Not applicable","www.harrisprimarykenthouse.org.uk",2084027178,"Mrs Katherine Day","Open","New Provision","01/09/2013","E14000788","Lewisham West and Penge","London","Harris Primary Academy Kent House, High Street, SE20 7QR",-0.0487624,51.4122383
"1665",1665,1665,1665,1665,1665,1665,1665,1665,139687,212,"Wandsworth",2001,"Mosaic Jewish Primary School","Roehampton Lane","Roehampton","","London","","SW15 4EU","Free Schools",11,4,"Not applicable","Does not have a sixth form",10041712,"Primary","Mixed","Jewish","None","Not applicable","www.mjps.org.uk/",2089448731,"Mrs Kate Baum","Open","New Provision","02/09/2013","E14000887","Putney","London","Mosaic Jewish Primary School, Roehampton Lane, SW15 4EU",-0.2446882,51.4518777
"1666",1666,1666,1666,1666,1666,1666,1666,1666,139699,307,"Ealing",2001,"Ark Priory Primary Academy","Acton Lane","","","London","","W3 8NR","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042405,"Primary","Mixed","Does not apply","None","Not applicable","http://arkprioryprimary.org/",2031100717,"Mr Toby Martlew","Open","New Provision","01/09/2013","E14000674","Ealing Central and Acton","London","Ark Priory Primary Academy, Acton Lane, W3 8NR",-0.2655169,51.505581
"1667",1667,1667,1667,1667,1667,1667,1667,1667,139703,316,"Newham",4003,"Chobham Academy","40 Cheering Lane","","","London","","E20 1BD","Academy Sponsor Led",18,3,"No Boarders","Has a sixth form",10041525,"All Through","Mixed","Does not apply","None","Comprehensive (secondary)","",2037476060," Rebecca Hickey","Open","New Provision","01/09/2013","E14001032","West Ham","London","Chobham Academy, 40 Cheering Lane, E20 1BD",-0.0073271,51.5492008
"1668",1668,1668,1668,1668,1668,1668,1668,1668,139718,210,"Southwark",4001,"Ark All Saints Academy","140 Wyndham Road","Camberwell","","London","","SE5 0UB","Academy Sponsor Led",18,11,"No Boarders","Has a sixth form",10041998,"Secondary","Mixed","Church of England","None","Comprehensive (secondary)","http://arkallsaintsacademy.org/",2074505959,"Ms Lucy Frame","Open","New Provision","01/09/2013","E14000615","Camberwell and Peckham","London","Ark All Saints Academy, 140 Wyndham Road, SE5 0UB",-0.100159,51.4783394
"1669",1669,1669,1669,1669,1669,1669,1669,1669,139720,313,"Hounslow",4002,"Nishkam School West London","390 London Road","Isleworth","","London","","TW7 5AJ","Free Schools",19,4,"Not applicable","Has a sixth form",10042000,"All Through","Mixed","Sikh","None","Not applicable","",2031418760,"Mrs Funmi Alder","Open","New Provision","09/09/2013","E14000593","Brentford and Isleworth","London","Nishkam School West London, 390 London Road, TW7 5AJ",-0.3365553,51.4855831
"1670",1670,1670,1670,1670,1670,1670,1670,1670,139723,320,"Waltham Forest",2035,"Riverley Primary School","Park Road","Leyton","","London","","E10 7BZ","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042032,"Primary","Mixed","Does not apply","None","Not applicable","www.riverley-gst.org/",2085394535,"Mr Justin Creasey","Open","New Provision","01/11/2013","E14000790","Leyton and Wanstead","London","Riverley Primary School, Park Road, E10 7BZ",-0.0194168,51.5662986
"1671",1671,1671,1671,1671,1671,1671,1671,1671,139724,320,"Waltham Forest",2036,"Sybourn Primary School","Sybourn Street","","","London","","E17 8HA","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042035,"Primary","Mixed","Does not apply","None","Not applicable","www.sybournprimary.net/",2085394110,"Mr Andrew Bocchi","Open","New Provision","01/09/2013","E14001013","Walthamstow","London","Sybourn Primary School, Sybourn Street, E17 8HA",-0.0266865,51.5706267
"1672",1672,1672,1672,1672,1672,1672,1672,1672,139727,302,"Barnet",2041,"Sacks Morasha Jewish Primary School","31 Stahope Road","Barnet","","London","","N12 9DX","Voluntary Aided School",11,4,"","Does not have a sixth form",NA,"Primary","Mixed","Jewish","Does not apply","Not applicable","https://sacksmorasha.org.uk/",2031151900,"Mrs Hayley Gross","Open","New Provision","01/04/2013","E14000703","Finchley and Golders Green","London","Sacks Morasha Jewish Primary School, 31 Stahope Road, N12 9DX",-0.1742797,51.6147663
"1673",1673,1673,1673,1673,1673,1673,1673,1673,139775,212,"Wandsworth",2002,"Rutherford House School","217 Balham High Road","Balham","Wandsworth","London","","SW17 7BS","Free Schools",11,4,"Not applicable","Not applicable",10042061,"Primary","Mixed","None","None","Not applicable","www.rutherfordhouseschool.co.uk/",8452577040,"Mrs Maxine Mallett","Open","New Provision","02/09/2013","E14000998","Tooting","London","Rutherford House School, 217 Balham High Road, SW17 7BS",-0.1556524,51.4391069
"1674",1674,1674,1674,1674,1674,1674,1674,1674,139793,206,"Islington",4000,"Tech City College","263-269 City Road","Islington","","London","","EC1V 1JX","Free Schools - 16-19",19,16,"Not applicable","Has a sixth form",10042051,"16 Plus","Mixed","None","None","Not applicable","",2033013620," Nasrin Farahani","Open","New Provision","02/09/2013","E14000764","Islington South and Finsbury","London","Tech City College, 263-269 City Road, EC1V 1JX",-0.0976683,51.5299787
"1675",1675,1675,1675,1675,1675,1675,1675,1675,139811,306,"Croydon",6012,"The Cedars School","Coombe Road","Lloyd Park","Croydon","London","Surrey","CR0 5RD","Other Independent School",18,11,"No Boarders","Has a sixth form",10055808,"Not applicable","Boys","None","Catholic","Non-selective","www.thecedarsschool.org.uk",2081857770,"Mr Robert Teague","Open","New Provision","18/06/2013","E14000654","Croydon Central","London","The Cedars School, Coombe Road, CR0 5RD",-0.071097,51.363563
"1676",1676,1676,1676,1676,1676,1676,1676,1676,139815,308,"Enfield",4001,"Ark John Keats Academy","Bell Lane","","","London","","EN3 5PA","Free Schools",19,3,"Not applicable","Has a sixth form",10042318,"All Through","Mixed","None","None","Comprehensive (secondary)","",2084433113,"Mr Jerry Collins","Open","New Provision","01/09/2013","E14000691","Enfield North","London","Ark John Keats Academy, Bell Lane, EN3 5PA",-0.0373474,51.6667356
"1677",1677,1677,1677,1677,1677,1677,1677,1677,139817,302,"Barnet",2047,"The Hyde School","Hyde Crescent","","","London","","NW9 7EY","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042407,"Primary","Mixed","Does not apply","None","Not applicable","www.thehydeschool.co.uk/",2082058707," Jo Djora","Open","New Provision","01/09/2013","E14000741","Hendon","London","The Hyde School, Hyde Crescent, NW9 7EY",-0.2473528,51.5829415
"1678",1678,1678,1678,1678,1678,1678,1678,1678,139820,205,"Hammersmith and Fulham",2003,"Ark Swift Primary Academy","Australia Road","","","London","","W12 7PT","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042409,"Primary","Mixed","Does not apply","None","Not applicable","www.arkswift.org",2087432514," Jason Marantz","Open","New Provision","01/09/2013","E14000726","Hammersmith","London","Ark Swift Primary Academy, Australia Road, W12 7PT",-0.2299595,51.5124979
"1679",1679,1679,1679,1679,1679,1679,1679,1679,139824,213,"Westminster",2002,"Wilberforce Primary","Beethoven Street","","","London","","W10 4LB","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042414,"Primary","Mixed","Does not apply","None","Not applicable","wilberforceprimary.org",2076415865," Claire Macfie","Open","New Provision","01/09/2013","E14001036","Westminster North","London","Wilberforce Primary, Beethoven Street, W10 4LB",-0.2083129,51.5318246
"1680",1680,1680,1680,1680,1680,1680,1680,1680,139830,304,"Brent",2021,"Ark Franklin Primary Academy","Harvist Road","","","London","","NW6 6HJ","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042416,"Primary","Mixed","None","None","Not applicable","www.arkfranklinprimary.org/",2089693846," Janine Ryan","Open","New Provision","01/09/2013","E14000727","Hampstead and Kilburn","London","Ark Franklin Primary Academy, Harvist Road, NW6 6HJ",-0.2159765,51.5327166
"1681",1681,1681,1681,1681,1681,1681,1681,1681,139834,316,"Newham",4004,"East London Science School","The Clock Mill","Three Mill Lane","Bromley-By-Bow","London","","E3 3DU","Free Schools",18,11,"Not applicable","Has a sixth form",10042332,"Secondary","Mixed","None","None","Comprehensive (secondary)","http://eastlondonscienceschool.co.uk/",2089812680," David Perks","Open","New Provision","02/09/2013","E14001032","West Ham","London","East London Science School, The Clock Mill, E3 3DU",-0.0072473,51.5271772
"1682",1682,1682,1682,1682,1682,1682,1682,1682,139837,202,"Camden",2001,"Abacus Belsize Primary School","Jubilee Waterside Centre","105 Camley Street","","London","","N1C 4PF","Free Schools",11,4,"No Boarders","Does not have a sixth form",10042333,"Primary","Mixed","None","None","Not applicable","http://www.abacus-cfbt.org",2073878018,"Mrs Vicki Briody","Open","New Provision","01/09/2013","E14000750","Holborn and St Pancras","London","Abacus Belsize Primary School, Jubilee Waterside Centre, N1C 4PF",-0.1312587,51.538526
"1683",1683,1683,1683,1683,1683,1683,1683,1683,139842,212,"Wandsworth",5401,"Burntwood School","Burntwood Lane","","","London","","SW17 0AQ","Academy Converter",18,11,"No Boarders","Has a sixth form",10042223,"Secondary","Girls","None","Does not apply","Comprehensive (secondary)","http://www.burntwoodschool.com/",2089466201,"Mrs Helen Dorfman","Open","Academy Converter","01/07/2013","E14000998","Tooting","London","Burntwood School, Burntwood Lane, SW17 0AQ",-0.1798248,51.4381638
